OrderID,CustomerID,SKU,Description
201978,1078,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
201979,1079,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
201980,1080,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
201981,1081,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
201982,1082,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
201983,1083,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
201984,1084,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
201985,1085,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
201986,1086,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
201987,1087,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
201988,1088,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
201989,1089,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
201990,1090,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
201991,1091,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
201992,1092,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
201993,1093,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
201994,1094,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
201995,1095,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
201996,1096,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
201997,1097,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
201998,1098,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
201999,1099,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202000,1100,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202001,1101,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202002,1102,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202003,1103,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202004,1104,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202005,1105,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202006,1106,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202007,1107,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202008,1108,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202009,1109,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202010,1110,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202011,1111,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202012,1112,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202013,1113,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202014,1114,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202015,1115,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202016,1116,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202017,1117,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202018,1118,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202019,1119,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202020,1120,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202021,1121,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202022,1122,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202023,1123,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202024,1124,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202025,1125,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202026,1126,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202027,1127,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202028,1128,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202029,1129,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202030,1130,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202031,1131,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202032,1132,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202033,1133,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202034,1134,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202035,1135,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202036,1136,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202037,1137,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202038,1138,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202039,1139,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202040,1140,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202041,1141,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202042,1142,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202043,1143,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202044,1144,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202045,1145,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202046,1146,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202047,1147,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202048,1148,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202049,1149,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202050,1150,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202051,1151,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202052,1152,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202053,1153,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202054,1154,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202055,1155,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202056,1156,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202057,1157,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202058,1158,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202059,1159,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202060,1160,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202061,1161,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202062,1162,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202063,1163,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202064,1164,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202065,1165,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202066,1166,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202067,1167,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202068,1168,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202069,1169,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202070,1170,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202071,1171,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202072,1172,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202073,1173,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202074,1174,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202075,1175,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202076,1176,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202077,1177,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202078,1178,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202079,1179,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202080,1180,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202081,1181,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202082,1182,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202083,1183,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202084,1184,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202085,1185,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202086,1186,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202087,1187,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202088,1188,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202089,1189,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202090,1190,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202091,1191,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202092,1192,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202093,1193,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202094,1194,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202095,1195,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202096,1196,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202097,1197,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202098,1198,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202099,1199,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202100,1200,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202101,1201,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202102,1202,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202103,1203,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202104,1204,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202105,1205,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202106,1206,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202107,1207,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202108,1208,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202109,1209,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202110,1210,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202111,1211,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202112,1212,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202113,1213,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202114,1214,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202115,1215,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202116,1216,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202117,1217,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202118,1218,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202119,1219,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202120,1220,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202121,1221,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202122,1222,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202123,1223,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202124,1224,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202125,1225,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202126,1226,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202127,1227,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202128,1228,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202129,1229,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202130,1230,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202131,1231,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202132,1232,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202133,1233,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202134,1234,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202135,1235,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202136,1236,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202137,1237,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202138,1238,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202139,1239,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202140,1240,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202141,1241,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202142,1242,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202143,1243,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202144,1244,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202145,1245,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202146,1246,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202147,1247,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202148,1248,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202149,1249,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202150,1250,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202151,1251,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202152,1252,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202153,1253,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202154,1254,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202155,1255,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202156,1256,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202157,1257,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202158,1258,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202159,1259,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202160,1260,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202161,1261,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202162,1262,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202163,1263,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202164,1264,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202165,1265,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202166,1266,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202167,1267,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202168,1268,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202169,1269,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202170,1270,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202171,1271,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202172,1272,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202173,1273,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202174,1274,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202175,1275,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202176,1276,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202177,1277,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202178,1278,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202179,1279,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202180,1280,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202181,1281,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202182,1282,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202183,1283,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202184,1284,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202185,1285,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202186,1286,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202187,1287,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202188,1288,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202189,1289,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202190,1290,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202191,1291,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202192,1292,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202193,1293,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202194,1294,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202195,1295,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202196,1296,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202197,1297,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202198,1298,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202199,1299,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202200,1300,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202201,1301,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202202,1302,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202203,1303,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202204,1304,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202205,1305,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202206,1306,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202207,1307,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202208,1308,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202209,1309,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202210,1310,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202211,1311,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202212,1312,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202213,1313,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202214,1314,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202215,1315,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202216,1316,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202217,1317,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202218,1318,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202219,1319,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202220,1320,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202221,1321,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202222,1322,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202223,1323,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202224,1324,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202225,1325,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202226,1326,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202227,1327,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202228,1328,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202229,1329,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202230,1330,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202231,1331,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202232,1332,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202233,1333,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202234,1334,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202235,1335,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202236,1336,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202237,1337,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202238,1338,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202239,1339,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202240,1340,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202241,1341,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202242,1342,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202243,1343,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202244,1344,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port 
202245,1345,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
202246,1346,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port
202247,1347,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port 
202248,1348,ADV-24-10C,Advanced Switch 10GigE Copper 24 port
202249,1349,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port
202250,1350,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port copper 4 port fiber
202251,1351,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port
202252,1352,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port
